"Census","School Name","Category","Year Level","Students"
"06 August 2021","The Canberra College","Gov","Year 11","569"
"06 August 2021","Theodore Primary School","Gov","Kindergarten","30"
"06 August 2021","Theodore Primary School","Gov","Year 5","42"
"06 August 2021","Theodore Primary School","Gov","Year 4","32"
"06 August 2021","Theodore Primary School","Gov","Year 3","37"
"06 August 2021","Theodore Primary School","Gov","Year 2","40"
"06 August 2021","Theodore Primary School","Gov","Year 1","35"
"06 August 2021","Theodore Primary School","Gov","Preschool","55"
"06 August 2021","Theodore Primary School","Gov","Year 6","43"
"06 August 2021","The Woden School","Gov","Year 9","19"
"06 August 2021","The Woden School","Gov","Year 8","20"
"06 August 2021","The Woden School","Gov","Year 7","12"
"06 August 2021","The Woden School","Gov","Year 12","8"
"06 August 2021","The Woden School","Gov","Year 11","9"
"06 August 2021","The Woden School","Gov","Year 10","23"
"06 August 2021","Torrens Primary School","Gov","Year 6","77"
"06 August 2021","Torrens Primary School","Gov","Year 5","67"
"06 August 2021","Torrens Primary School","Gov","Year 4","69"
"06 August 2021","Torrens Primary School","Gov","Year 3","60"
"06 August 2021","Torrens Primary School","Gov","Year 2","69"
"06 August 2021","Torrens Primary School","Gov","Year 1","58"
"06 August 2021","Torrens Primary School","Gov","Preschool","65"
"06 August 2021","Torrens Primary School","Gov","Kindergarten","63"
"06 August 2021","Turner School","Gov","Kindergarten","61"
"06 August 2021","Turner School","Gov","Year 6","72"
"06 August 2021","Turner School","Gov","Year 5","64"
"06 August 2021","Turner School","Gov","Year 4","78"
"06 August 2021","Turner School","Gov","Year 3","72"
"06 August 2021","Turner School","Gov","Year 2","63"
"06 August 2021","Turner School","Gov","Year 1","52"
"06 August 2021","Turner School","Gov","Preschool","53"
"06 August 2021","University of Canberra High School Kaleen","Gov","Year 7","127"
"06 August 2021","University of Canberra High School Kaleen","Gov","Year 9","124"
"06 August 2021","University of Canberra High School Kaleen","Gov","Year 8","120"
"06 August 2021","University of Canberra High School Kaleen","Gov","Year 10","114"
"06 August 2021","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 11","313"
"06 August 2021","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 12","304"
"06 August 2021","University of Canberra Senior Secondary College Lake Ginninderra","Gov","Year 10","3"
"06 August 2021","Wanniassa Hills Primary School","Gov","Kindergarten","52"
"06 August 2021","Wanniassa Hills Primary School","Gov","Preschool","54"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 6","40"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 5","54"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 4","47"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 3","69"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 2","46"
"06 August 2021","Wanniassa Hills Primary School","Gov","Year 1","54"
"06 August 2021","Wanniassa School","Gov","Year 4","36"
"06 August 2021","Wanniassa School","Gov","Year 9","72"
"06 August 2021","Wanniassa School","Gov","Year 8","58"
"06 August 2021","Wanniassa School","Gov","Year 7","79"
"06 August 2021","Wanniassa School","Gov","Year 6","34"
"06 August 2021","Wanniassa School","Gov","Year 5","28"
"06 August 2021","Wanniassa School","Gov","Year 3","33"
"06 August 2021","Wanniassa School","Gov","Year 2","31"
"06 August 2021","Wanniassa School","Gov","Year 10","56"
"06 August 2021","Wanniassa School","Gov","Year 1","26"
"06 August 2021","Wanniassa School","Gov","Preschool","42"
"06 August 2021","Wanniassa School","Gov","Kindergarten","26"
"06 August 2021","Weetangera Primary School","Gov","Kindergarten","68"
"06 August 2021","Weetangera Primary School","Gov","Year 6","47"
"06 August 2021","Weetangera Primary School","Gov","Year 5","71"
"06 August 2021","Weetangera Primary School","Gov","Year 4","74"
"06 August 2021","Weetangera Primary School","Gov","Year 3","79"
"06 August 2021","Weetangera Primary School","Gov","Year 2","65"
"06 August 2021","Weetangera Primary School","Gov","Year 1","73"
"06 August 2021","Weetangera Primary School","Gov","Preschool","65"
"06 August 2021","Yarralumla Primary School","Gov","Preschool","73"
"06 August 2021","Yarralumla Primary School","Gov","Year 6","57"
"06 August 2021","Yarralumla Primary School","Gov","Year 5","36"
"06 August 2021","Yarralumla Primary School","Gov","Year 4","62"
"06 August 2021","Yarralumla Primary School","Gov","Year 3","57"
"06 August 2021","Yarralumla Primary School","Gov","Year 2","54"
"06 August 2021","Yarralumla Primary School","Gov","Year 1","62"
"06 August 2021","Yarralumla Primary School","Gov","Kindergarten","55"
"19 February 2021","Ainslie School","Gov","Year 5","46"
"19 February 2021","Ainslie School","Gov","year 6","49"
"19 February 2021","Ainslie School","Gov","Year 4","44"
"19 February 2021","Ainslie School","Gov","Year 3","63"
"19 February 2021","Ainslie School","Gov","Year 2","63"
"19 February 2021","Ainslie School","Gov","Year 1","41"
"19 February 2021","Ainslie School","Gov","Preschool","37"
"19 February 2021","Ainslie School","Gov","Kindergarten","50"
"19 February 2021","Alfred Deakin High School","Gov","Year 10","210"
"19 February 2021","Alfred Deakin High School","Gov","year 9","222"
"19 February 2021","Alfred Deakin High School","Gov","Year 8","214"
"19 February 2021","Alfred Deakin High School","Gov","Year 7","199"
"19 February 2021","Amaroo School","Gov","year 6","156"
"19 February 2021","Amaroo School","Gov","Year 5","155"
"19 February 2021","Amaroo School","Gov","Year 4","154"
"19 February 2021","Amaroo School","Gov","Year 3","156"
"19 February 2021","Amaroo School","Gov","Year 2","144"
"19 February 2021","Amaroo School","Gov","Year 10","180"
"19 February 2021","Amaroo School","Gov","Year 1","98"
"19 February 2021","Amaroo School","Gov","Kindergarten","105"
"19 February 2021","Amaroo School","Gov","Preschool","126"
"19 February 2021","Amaroo School","Gov","year 9","233"
"19 February 2021","Amaroo School","Gov","Year 8","212"
"19 February 2021","Amaroo School","Gov","Year 7","239"
"19 February 2021","Aranda Primary School","Gov","Year 1","82"
"19 February 2021","Aranda Primary School","Gov","year 6","87"
"19 February 2021","Aranda Primary School","Gov","Kindergarten","54"
"19 February 2021","Aranda Primary School","Gov","Year 5","88"
"19 February 2021","Aranda Primary School","Gov","Year 4","87"
"19 February 2021","Aranda Primary School","Gov","Year 3","79"
"19 February 2021","Aranda Primary School","Gov","Year 2","74"
"19 February 2021","Aranda Primary School","Gov","Preschool","66"
"19 February 2021","Arawang Primary School","Gov","Year 5","66"
"19 February 2021","Arawang Primary School","Gov","year 6","72"
"19 February 2021","Arawang Primary School","Gov","Year 4","67"
"19 February 2021","Arawang Primary School","Gov","Year 3","79"
"19 February 2021","Arawang Primary School","Gov","Year 2","60"
"19 February 2021","Arawang Primary School","Gov","Year 1","73"
"19 February 2021","Arawang Primary School","Gov","Preschool","87"
"19 February 2021","Arawang Primary School","Gov","Kindergarten","70"
"19 February 2021","Belconnen High School","Gov","Year 8","140"
"19 February 2021","Belconnen High School","Gov","Year 7","144"
"19 February 2021","Belconnen High School","Gov","Year 10","136"
"19 February 2021","Belconnen High School","Gov","year 9","131"
"19 February 2021","Black Mountain School","Gov","Year 12","16"
"19 February 2021","Black Mountain School","Gov","Year 10","28"
"19 February 2021","Black Mountain School","Gov","Year 11","21"
"19 February 2021","Black Mountain School","Gov","year 9","25"
"19 February 2021","Black Mountain School","Gov","Year 8","17"
"19 February 2021","Black Mountain School","Gov","Year 7","26"
"19 February 2021","Blue Gum Community School","Non Gov","Year 3","16"
"19 February 2021","Blue Gum Community School","Non Gov","Year 9","10"
"19 February 2021","Blue Gum Community School","Non Gov","Year 8","12"
"19 February 2021","Blue Gum Community School","Non Gov","Year 7","11"
"19 February 2021","Blue Gum Community School","Non Gov","Year 6","12"
"19 February 2021","Blue Gum Community School","Non Gov","Year 5","14"
"19 February 2021","Blue Gum Community School","Non Gov","Year 4","13"
"19 February 2021","Blue Gum Community School","Non Gov","Year 2","19"
"19 February 2021","Blue Gum Community School","Non Gov","Year 10","5"
"19 February 2021","Blue Gum Community School","Non Gov","Year 1","23"
"19 February 2021","Blue Gum Community School","Non Gov","Preschool","116"
"19 February 2021","Blue Gum Community School","Non Gov","Kindergarten","25"
"19 February 2021","Bonython Primary School","Gov","Year 1","50"
"19 February 2021","Bonython Primary School","Gov","Preschool","44"
"19 February 2021","Bonython Primary School","Gov","Kindergarten","53"
"19 February 2021","Bonython Primary School","Gov","year 6","53"
"19 February 2021","Bonython Primary School","Gov","Year 5","61"
"19 February 2021","Bonython Primary School","Gov","Year 4","40"
"19 February 2021","Bonython Primary School","Gov","Year 3","80"
"19 February 2021","Bonython Primary School","Gov","Year 2","53"
"19 February 2021","Brindabella Christian College","Non Gov","Preschool","62"
"19 February 2021","Brindabella Christian College","Non Gov","Year 1","71"
"19 February 2021","Brindabella Christian College","Non Gov","Kindergarten","60"
"19 February 2021","Brindabella Christian College","Non Gov","Year 2","66"
"19 February 2021","Brindabella Christian College","Non Gov","Year 12","32"
"19 February 2021","Brindabella Christian College","Non Gov","Year 10","64"
"19 February 2021","Brindabella Christian College","Non Gov","Year 11","34"
"19 February 2021","Brindabella Christian College","Non Gov","Year 9","75"
"19 February 2021","Brindabella Christian College","Non Gov","Year 8","79"
"19 February 2021","Brindabella Christian College","Non Gov","Year 7","74"
"19 February 2021","Brindabella Christian College","Non Gov","Year 6","73"
"19 February 2021","Brindabella Christian College","Non Gov","Year 5","79"
"19 February 2021","Brindabella Christian College","Non Gov","Year 4","82"
"19 February 2021","Brindabella Christian College","Non Gov","Year 3","72"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 9","138"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 8","112"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 7","112"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 6","112"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 5","111"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 4","111"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 3","112"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 2","111"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 12","114"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 11","127"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 10","139"
"19 February 2021","Burgmann Anglican School","Non Gov","Year 1","103"
"19 February 2021","Burgmann Anglican School","Non Gov","Preschool","42"
"19 February 2021","Burgmann Anglican School","Non Gov","Kindergarten","98"
"19 February 2021","Calwell High School","Gov","Year 10","99"
"19 February 2021","Calwell High School","Gov","year 9","111"
"19 February 2021","Calwell High School","Gov","Year 8","94"
"19 February 2021","Calwell High School","Gov","Year 7","115"
"19 February 2021","Calwell Primary School","Gov","Year 3","42"
"19 February 2021","Calwell Primary School","Gov","Year 2","42"
"19 February 2021","Calwell Primary School","Gov","Year 1","45"
"19 February 2021","Calwell Primary School","Gov","Kindergarten","41"
"19 February 2021","Calwell Primary School","Gov","Preschool","58"
"19 February 2021","Calwell Primary School","Gov","year 6","37"
"19 February 2021","Calwell Primary School","Gov","Year 5","31"
"19 February 2021","Calwell Primary School","Gov","Year 4","29"
"19 February 2021","Campbell High School","Gov","Year 7","149"
"19 February 2021","Campbell High School","Gov","year 9","191"
"19 February 2021","Campbell High School","Gov","Year 8","159"
"19 February 2021","Campbell High School","Gov","Year 10","178"
"19 February 2021","Campbell Primary School","Gov","Preschool","46"
"19 February 2021","Campbell Primary School","Gov","year 6","47"
"19 February 2021","Campbell Primary School","Gov","Year 5","52"
"19 February 2021","Campbell Primary School","Gov","Year 4","53"
"19 February 2021","Campbell Primary School","Gov","Year 3","37"
"19 February 2021","Campbell Primary School","Gov","Year 2","55"
"19 February 2021","Campbell Primary School","Gov","Year 1","37"
"19 February 2021","Campbell Primary School","Gov","Kindergarten","44"
"19 February 2021","Canberra Christian School","Non Gov","Preschool","31"
"19 February 2021","Canberra Christian School","Non Gov","Year 6","17"
"19 February 2021","Canberra Christian School","Non Gov","Year 5","28"
"19 February 2021","Canberra Christian School","Non Gov","Year 4","17"
"19 February 2021","Canberra Christian School","Non Gov","Year 3","33"
"19 February 2021","Canberra Christian School","Non Gov","Year 2","39"
"19 February 2021","Canberra Christian School","Non Gov","Year 1","29"
"19 February 2021","Canberra Christian School","Non Gov","Kindergarten","28"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 7","95"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 9","109"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 8","114"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 6","78"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 5","69"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 4","58"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 3","60"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 2","63"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 12","127"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 11","114"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 10","118"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Year 1","49"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Preschool","139"
"19 February 2021","Canberra Girls Grammar School","Non Gov","Kindergarten","59"
"19 February 2021","Canberra Grammar School","Non Gov","Kindergarten","94"
"19 February 2021","Canberra Grammar School","Non Gov","Year 9","201"
"19 February 2021","Canberra Grammar School","Non Gov","Year 8","209"
"19 February 2021","Canberra Grammar School","Non Gov","Year 7","218"
"19 February 2021","Canberra Grammar School","Non Gov","Year 6","124"
"19 February 2021","Canberra Grammar School","Non Gov","Year 5","142"
"19 February 2021","Canberra Grammar School","Non Gov","Year 4","122"
"19 February 2021","Canberra Grammar School","Non Gov","Year 3","120"
"19 February 2021","Canberra Grammar School","Non Gov","Year 2","97"
"19 February 2021","Canberra Grammar School","Non Gov","Year 12","197"
